codigo_aeronave;codigo_ocorrencia;matricula;codigo_operador;equipamento;fabricante;modelo;tipo_motor;quantidade_motores;peso_maximo_decolagem;quantidade_assentos;ano_fabricacao;pais_registro;categoria_registro;categoria_aviacao;origem_voo;destino_voo;fase_operacao;tipo_operacao;nivel_dano;quantidade_fatalidades;dia_extracao
11420;42838;PTFCA;322;AVI«O;CESSNA AIRCRAFT;152;PIST«O;1;758;2;1979;BRASIL;PRI;INSTRUÄ«O;****;****;DECOLAGEM;INSTRUÄ«O;NENHUM;0;30/07/2016
11420;49878;PTFCA;322;AVI«O;CESSNA AIRCRAFT;152;PIST«O;1;758;2;1979;BRASIL;PRI;INSTRUÄ«O;SBBI;SBBI;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11430;42880;PTLCC;3992;AVI«O;CESSNA AIRCRAFT;500;JATO;2;5375;7;1981;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;LEVE;0;30/07/2016
11431;42882;PTZHS;3992;AVI«O;TERRA AMBIENTAL E INCORPORADORA LTDA;RV-10;PIST«O;1;1224;2;2010;BRASIL;PET;EXPERIMENTAL;****;****;POUSO;EXPERIMENTAL;NENHUM;0;30/07/2016
11441;42919;PRJTA;3140;AVI«O;CESSNA AIRCRAFT;T207A;PIST«O;1;1724;7;1978;BRASIL;TPX;TµXI AêREO;SIRJ;SJGE;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11442;42921;PRDAN;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2009;BRASIL;TPP;PARTICULAR;****;SNFX;CRUZEIRO;PRIVADA;DESTRU÷DA;4;30/07/2016
11443;42960;PTOXL;3992;AVI«O;CESSNA AIRCRAFT;R182;PIST«O;1;1406;4;1979;BRASIL;TPP;PARTICULAR;****;****;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
11446;42983;PRCCO;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2005;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;DESTRU÷DA;1;30/07/2016
11457;42997;PTEGM;4857;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721C;PIST«O;1;1633;7;1976;BRASIL;TPX;TµXI AêREO;SBJC;SBMA;DECOLAGEM;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11458;42999;PTNOP;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1977;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11461;43003;PTAXX;3992;AVI«O;CESSNA AIRCRAFT;172;PIST«O;1;998;4;1957;BRASIL;TPP;PARTICULAR;SSJI;SSJI;NAVEGAÄ«O A BAIXA ALTURA;PRIVADA;SUBSTANCIAL;0;30/07/2016
11467;43021;PTUHJ;1436;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1993;BRASIL;SAE;ESPECIALIZADA;SSSB;****;OUTRA FASE;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
11469;43023;PTJAP;4847;AVI«O;CESSNA AIRCRAFT;182P;PIST«O;1;1338;4;1973;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;NENHUM;0;30/07/2016
11472;43027;PTIHI;1032;AVI«O;PIPER AIRCRAFT;PA-34-200;PIST«O;2;1905;6;1972;BRASIL;PRI;INSTRUÄ«O;****;****;SUBIDA;INSTRUÄ«O;LEVE;0;30/07/2016
11475;53152;PTYPB;3800;HELIC‡PTERO;ROBINSON HELICOPTER;R22;PIST«O;1;621;2;1995;BRASIL;PRI;INSTRUÄ«O;SBJR;SBJR;MANOBRA;INSTRUÄ«O;LEVE;0;30/07/2016
11480;43043;PUNCC;3992;ULTRALEVE;***;ADVENTURE;PIST«O;1;420;2;2003;BRASIL;PET;EXPERIMENTAL;****;****;OUTRA FASE;EXPERIMENTAL;SUBSTANCIAL;1;30/07/2016
11481;43044;PUCDA;3992;ULTRALEVE;***;RANS S9 CHAOS;PIST«O;1;308;2;1998;BRASIL;PET;EXPERIMENTAL;****;****;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
11484;43063;PTHLD;3175;HELIC‡PTERO;HELIBRAS;HB-350B;TURBOEIXO;1;1950;6;1980;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11490;43070;PPIAL;3992;AVI«O;BEECH AIRCRAFT;35-B33;PIST«O;1;1360;4;1962;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11499;52942;PRRAU;3992;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1976;BRASIL;TPP;PARTICULAR;SWBR;SWFN;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11500;43089;PTNDR;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PIST«O;1;1202;4;1976;BRASIL;TPP;PARTICULAR;SNXT;SBUL;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11502;43091;PUFAI;3992;ULTRALEVE;***;PELICAN 500BR;PIST«O;1;600;2;2007;BRASIL;PET;EXPERIMENTAL;****;****;PARTIDA DO MOTOR;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
11506;43095;PPXCE;3992;ULTRALEVE;***;KR-2S;PIST«O;1;480;2;1999;BRASIL;PET;EXPERIMENTAL;****;****;SUBIDA;EXPERIMENTAL;LEVE;0;30/07/2016
11511;43153;PPAIR;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2006;BRASIL;TPP;PARTICULAR;****;SBJR;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11521;43253;PRMTK;4815;AVI«O;BOEING COMPANY;727-222;JATO;3;80740;5;1969;BRASIL;TPR;REGULAR;****;****;ESTACIONAMENTO;REGULAR;***;0;30/07/2016
11522;43256;PRHSF;3992;AVI«O;CESSNA AIRCRAFT;T182T;PIST«O;1;1406;4;2001;BRASIL;TPP;PARTICULAR;SNTS;SBRF;APROXIMAÄ«O FINAL;PRIVADA;LEVE;0;30/07/2016
11530;43264;PRMSH;2176;AVI«O;CESSNA AIRCRAFT;208B;TURBOêLICE;1;3969;4;1998;BRASIL;TPX;TµXI AêREO;****;****;CRUZEIRO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11533;43268;PTURZ;420;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;2004;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11537;52596;PRGOR;5106;AVI«O;BOEING COMPANY;737-76N;JATO;2;61461;153;2002;BRASIL;TPR;REGULAR;SBUL;SBCF;DESCIDA;REGULAR;NENHUM;0;30/07/2016
11540;48058;PRVBE;5106;AVI«O;BOEING COMPANY;737-8AS;JATO;2;70533;194;1999;BRASIL;TPR;REGULAR;****;****;DECOLAGEM;REGULAR;LEVE;0;30/07/2016
11548;48429;PTONR;3992;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2268;4;1978;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11554;43294;PTYDU;193;HELIC‡PTERO;ROBINSON HELICOPTER;R22;PIST«O;1;622;2;1995;BRASIL;PRI;INSTRUÄ«O;SWNV;****;DECOLAGEM;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11561;43321;PTUFG;774;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PIST«O;1;1800;1;1980;BRASIL;SAE;ESPECIALIZADA;SSPO;SSPO;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
11564;51655;PTWRU;4366;ANF÷BIO;CESSNA AIRCRAFT;208 ANFIBIO;TURBOêLICE;1;3629;10;1998;BRASIL;TPX;TµXI AêREO;SBEG;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11610;43389;PRREI;3992;AVI«O;CIRRUS DESIGN;SR20;PIST«O;1;1315;4;2008;BRASIL;TPP;PARTICULAR;****;SNIB;DECOLAGEM;PRIVADA;SUBSTANCIAL;1;30/07/2016
11611;43390;PTEGT;1891;AVI«O;EMBRAER;EMB-810C;PIST«O;2;2073;4;1977;BRASIL;SAE;ESPECIALIZADA;SBPS;****;DESCIDA;ESPECIALIZADA;LEVE;0;30/07/2016
11612;43392;PTDSY;1657;AVI«O;PIPER AIRCRAFT;PA-28-235;PIST«O;1;1315;4;0;BRASIL;TPP;PARTICULAR;****;****;SUBIDA;PRIVADA;DESTRU÷DA;0;30/07/2016
11613;43393;PTDBM;1889;AVI«O;PIPER AIRCRAFT;PA-31;PIST«O;2;2948;4;1970;BRASIL;SAE;ESPECIALIZADA;SNOX;****;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
11621;43403;N29507;3992;AVI«O;CESSNA AIRCRAFT;210;PIST«O;1;1723;0;0;ESTADOS UNIDOS;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11635;44231;PTESF;2725;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;8;1978;BRASIL;TPX;TµXI AêREO;****;****;TµXI;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11638;43446;PTFFD;3858;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1497;1;1976;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11640;43449;PPGNY;251;AVI«O;AERO BOERO;AB-115;PIST«O;1;770;2;1993;BRASIL;PRI;INSTRUÄ«O;****;****;ARREMETIDA NO SOLO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11641;43450;PTHOL;5956;HELIC‡PTERO;ROBINSON HELICOPTER;R22;PIST«O;1;590;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;TµXI;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11641;46305;PTHOL;3600;HELIC‡PTERO;ROBINSON HELICOPTER;R22;PIST«O;1;590;2;1992;BRASIL;PRI;INSTRUÄ«O;****;****;MANOBRA;INSTRUÄ«O;DESTRU÷DA;2;30/07/2016
11643;43452;PTREL;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;PIST«O;1;1633;6;1980;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11644;43454;PTWUG;3992;AVI«O;BEECH AIRCRAFT;C90A;TURBOêLICE;2;4377;8;0;BRASIL;TPP;PARTICULAR;SBUR;SBLO;CIRCUITO DE TRµFEGO;PRIVADA;DESTRU÷DA;0;30/07/2016
11645;43455;PTLEU;3992;AVI«O;BEECH AIRCRAFT;95-B55;PIST«O;2;2268;6;1973;BRASIL;TPP;PARTICULAR;SBVT;SBBR;CRUZEIRO;PRIVADA;DESTRU÷DA;4;30/07/2016
11646;50343;PTNXS;283;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1980;BRASIL;PRI;INSTRUÄ«O;SBMT;****;POUSO;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11646;50093;PTNXS;283;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1980;BRASIL;PRI;INSTRUÄ«O;****;****;OUTRA FASE;INSTRUÄ«O;NENHUM;0;30/07/2016
11649;43461;PRWJU;5239;AVI«O;BOEING COMPANY;737-36N;JATO;2;62822;156;1997;BRASIL;TPR;REGULAR;****;****;DESCIDA;REGULAR;NENHUM;0;30/07/2016
11652;44001;PTVAE;5365;AVI«O;EMBRAER;EMB-810D;PIST«O;2;2155;6;1985;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11658;43471;PTYYG;1519;HELIC‡PTERO;ROBINSON HELICOPTER;R22;PIST«O;1;622;2;1998;BRASIL;SAE;ESPECIALIZADA;****;****;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0;30/07/2016
11660;43473;PRLEH;3992;ANF÷BIO;LAKE AIRCRAFT;LA-4-200;PIST«O;1;1220;4;1980;BRASIL;TPP;PARTICULAR;****;****;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
11662;43480;PRGLP;117;AVI«O;PIPER AIRCRAFT;PA-25-235;PIST«O;1;1315;1;1975;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11662;50802;PRGLP;4635;AVI«O;PIPER AIRCRAFT;PA-25-235;PIST«O;1;1315;1;1975;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11663;43503;PUMVB;3992;ULTRALEVE;AEROBRAVO LTDA;STOL CH 701;PIST«O;1;580;2;2008;BRASIL;PET;EXPERIMENTAL;****;****;CORRIDA AP‡S POUSO;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
11665;43524;PUMBH;3992;ULTRALEVE;***;EXCEL CARGO;PIST«O;1;750;1;2008;BRASIL;PET;EXPERIMENTAL;****;****;DESCIDA;EXPERIMENTAL;SUBSTANCIAL;2;30/07/2016
11723;47014;PRVBI;5106;AVI«O;BOEING COMPANY;737-73V;JATO;2;62595;152;2002;BRASIL;TPR;REGULAR;****;****;CIRCUITO DE TRµFEGO;REGULAR;NENHUM;0;30/07/2016
11761;45554;PRPSK;3994;AVI«O;EMBRAER;EMB-145LR;JATO;2;21990;54;2001;BRASIL;TPR;REGULAR;SBGR;SBUL;POUSO;REGULAR;LEVE;0;30/07/2016
11761;43633;PRPSK;3994;AVI«O;EMBRAER;EMB-145LR;JATO;2;21990;54;2001;BRASIL;TPR;REGULAR;****;****;CORRIDA AP‡S POUSO;REGULAR;NENHUM;0;30/07/2016
11790;43911;PUHHC;3992;ULTRALEVE;HENRIQUE HAMILTON CERQUEIRA SANTOS;R-12;PIST«O;1;732;2;2009;BRASIL;PET;EXPERIMENTAL;****;****;APROXIMAÄ«O FINAL;EXPERIMENTAL;SUBSTANCIAL;0;30/07/2016
11797;44977;PRSNM;3992;AVI«O;CESSNA AIRCRAFT;T206H;PIST«O;1;1633;6;2010;BRASIL;TPP;PARTICULAR;SBRJ;SBJR;CORRIDA AP‡S POUSO;PRIVADA;LEVE;0;30/07/2016
11802;50792;PTAVC;1732;AVI«O;CESSNA AIRCRAFT;150J;PIST«O;1;725;2;1969;BRASIL;PRI;INSTRUÄ«O;SSIE;****;ARREMETIDA NO AR;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11815;43703;PTURK;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;2004;BRASIL;TPP;PARTICULAR;SIWJ;****;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11817;43705;PRART;3992;AVI«O;BEECH AIRCRAFT;200;TURBOêLICE;2;5670;12;1981;BRASIL;TPP;PARTICULAR;****;****;APROXIMAÄ«O FINAL;PRIVADA;DESTRU÷DA;6;30/07/2016
11820;43709;PTHZS;2486;HELIC‡PTERO;HELIBRAS;AS 350 B2;TURBOEIXO;1;2250;6;1997;BRASIL;SAE;ESPECIALIZADA;****;****;ESPECIALIZADA;ESPECIALIZADA;LEVE;0;30/07/2016
11826;43719;PRHQB;3992;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1969;BRASIL;TPP;PARTICULAR;SNAU;****;TµXI;PRIVADA;DESTRU÷DA;1;30/07/2016
11829;43724;PTUHQ;4530;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1993;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11831;43726;PTUHF;1566;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1992;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11833;43729;BRXXX1;1657;AVI«O;CESSNA AIRCRAFT;R182;PIST«O;1;0;0;0;N«O IDENTIFICADO;***;***;****;****;INDETERMINADA;***;DESTRU÷DA;0;30/07/2016
11848;43752;PPBIL;3992;AVI«O;BEECH AIRCRAFT;A36;PIST«O;1;1656;0;0;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11865;43776;PTNUT;3992;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1979;BRASIL;TPP;PARTICULAR;SWRD;SWDC;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11866;43778;PPFOX;1732;AVI«O;CESSNA AIRCRAFT;150M;PIST«O;1;726;2;1977;BRASIL;PRI;INSTRUÄ«O;SSAY;SSAY;ARREMETIDA NO AR;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
11870;43794;PUGIL;3992;ULTRALEVE;***;COYOTE II;PIST«O;1;490;2;1998;BRASIL;PET;EXPERIMENTAL;****;****;SUBIDA;EXPERIMENTAL;DESTRU÷DA;2;30/07/2016
11878;51438;PPXEX;3992;AVI«O;***;LANCAIR 320 FB;PIST«O;1;820;2;2002;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;LEVE;0;30/07/2016
11879;43808;PTKAS;3992;AVI«O;CESSNA AIRCRAFT;182P;PIST«O;1;1338;4;1974;BRASIL;TPP;PARTICULAR;SWGN;****;ARREMETIDA NO SOLO;PRIVADA;DESTRU÷DA;2;30/07/2016
11880;43809;PTFFG;2311;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1905;1;1983;BRASIL;SAE-AG;AGR÷COLA;SNHU;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;1;30/07/2016
11884;43814;PRRPE;3992;AVI«O;CIRRUS DESIGN;SR22;PIST«O;1;1542;4;2007;BRASIL;TPP;PARTICULAR;SBJD;SDCO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11898;43832;PTOPR;2462;AVI«O;BEECH AIRCRAFT;C90;TURBOêLICE;2;4377;7;1979;BRASIL;TPX;TµXI AêREO;****;****;POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11911;43869;PUFAT;3992;ULTRALEVE;FABRICACAO PROPRIA;FOX V5 SUPER;PIST«O;1;417;0;0;BRASIL;PET;EXPERIMENTAL;****;****;INDETERMINADA;EXPERIMENTAL;DESTRU÷DA;1;30/07/2016
11912;43869;PURHM;3992;ULTRALEVE;***;FOX II;PIST«O;1;417;2;1990;BRASIL;PET;EXPERIMENTAL;****;****;INDETERMINADA;EXPERIMENTAL;DESTRU÷DA;0;30/07/2016
11913;46048;PRJHM;2176;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1973;BRASIL;TPX;TµXI AêREO;SBBH;SBGR;CORRIDA AP‡S POUSO;TµXI AêREO;SUBSTANCIAL;0;30/07/2016
11913;43870;PRJHM;2176;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1973;BRASIL;TPX;TµXI AêREO;SBGR;SBBR;CORRIDA AP‡S POUSO;TµXI AêREO;LEVE;0;30/07/2016
11913;46977;PRJHM;3992;AVI«O;BEECH AIRCRAFT;58;PIST«O;2;2449;6;1973;BRASIL;TPP;PARTICULAR;****;****;INDETERMINADA;PRIVADA;SUBSTANCIAL;0;30/07/2016
11914;52840;PTNYJ;283;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1980;BRASIL;PRI;INSTRUÄ«O;SBMT;SBMT;CORRIDA AP‡S POUSO;INSTRUÄ«O;LEVE;0;30/07/2016
11941;43900;PTPSC;3992;AVI«O;PIPER AIRCRAFT;PA-32R-301T;PIST«O;1;1633;7;1999;BRASIL;TPP;PARTICULAR;SJCY;SWOK;POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11946;43906;PPABX;3992;AVI«O;CESSNA AIRCRAFT;152;PIST«O;1;757;2;1978;BRASIL;TPP;PARTICULAR;SJCY;SWLV;DECOLAGEM;PRIVADA;DESTRU÷DA;0;30/07/2016
11947;43908;PRAAK;1076;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1497;1;1977;BRASIL;SAE-AG;AGR÷COLA;****;****;OUTRA FASE;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
11956;53107;PREFX;335;HELIC‡PTERO;AGUSTA;AB139;TURBOEIXO;2;6800;17;2006;BRASIL;TPX;TµXI AêREO;SBGR;****;CRUZEIRO;TµXI AêREO;LEVE;0;30/07/2016
11960;43921;PURCJ;3992;ULTRALEVE;***;TRIKE CX;PIST«O;1;355;2;2002;BRASIL;PET;EXPERIMENTAL;****;****;MANOBRA;EXPERIMENTAL;DESTRU÷DA;2;30/07/2016
11986;43977;PTUXS;3992;AVI«O;EMBRAER;EMB-202A;PIST«O;1;1800;1;2009;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
11993;43986;PRSSK;3992;HELIC‡PTERO;AGUSTA;A109E;TURBOEIXO;2;3000;8;2006;BRASIL;TPP;PARTICULAR;****;****;PAIRADO;PRIVADA;LEVE;0;30/07/2016
11994;43988;PTITI;3992;AVI«O;PIPER AIRCRAFT;PA-28R-200;PIST«O;1;1202;4;1973;BRASIL;TPP;PARTICULAR;SNNU;SBVG;CRUZEIRO;PRIVADA;***;0;30/07/2016
11997;43992;PTUXX;3992;AVI«O;EMBRAER;EMB-202A;PIST«O;1;1800;1;2009;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11998;43994;PRABM;3992;AVI«O;CESSNA AIRCRAFT;210L;PIST«O;1;1724;0;0;BRASIL;TPP;PARTICULAR;SWNV;SWLC;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
11999;43998;PRLCJ;3259;HELIC‡PTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;2;5307;14;2004;BRASIL;TPX;TµXI AêREO;SBVT;9PSW;SUBIDA;TµXI AêREO;LEVE;0;30/07/2016
12002;44003;PRELO;3992;HELIC‡PTERO;EUROCOPTER FRANCE;AS 350 B2;TURBOEIXO;1;2250;6;2009;BRASIL;TPP;PARTICULAR;SWKT;SWCD;APROXIMAÄ«O FINAL;PRIVADA;SUBSTANCIAL;0;30/07/2016
12010;44014;PRFCR;3992;AVI«O;PIPER AIRCRAFT;PA-34-220T;PIST«O;2;2155;0;0;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;***;0;30/07/2016
12064;44081;PTUVE;88;AVI«O;EMBRAER;EMB-202A;PIST«O;1;1800;1;2008;BRASIL;SAE-AG;AGR÷COLA;****;****;ESPECIALIZADA;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
12065;44082;PTUJU;86;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PIST«O;1;1800;1;1995;BRASIL;SAE-AG;AGR÷COLA;SNSH;SBSN;ESPECIALIZADA;AGR÷COLA;DESTRU÷DA;1;30/07/2016
12068;46575;PRWJD;5239;AVI«O;BOEING COMPANY;737-3Y0;JATO;2;62282;156;1988;BRASIL;TPR;REGULAR;****;****;DESCIDA;REGULAR;NENHUM;0;30/07/2016
12068;46574;PRWJD;5239;AVI«O;BOEING COMPANY;737-3Y0;JATO;2;62282;156;1988;BRASIL;TPR;REGULAR;****;****;CRUZEIRO;REGULAR;NENHUM;0;30/07/2016
12084;44118;PPAMM;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44 II;PIST«O;1;1134;4;2006;BRASIL;TPP;PARTICULAR;****;****;TµXI;PRIVADA;SUBSTANCIAL;0;30/07/2016
12091;44838;PTLHH;4686;AVI«O;MITSUBISHI;MU-2B-60;TURBOêLICE;2;5250;10;1981;BRASIL;TPX;TµXI AêREO;SBSV;SBIL;POUSO;TµXI AêREO;LEVE;0;30/07/2016
12100;44140;PPMIE;3992;HELIC‡PTERO;ROBINSON HELICOPTER;R44;PIST«O;1;1089;4;2000;BRASIL;TPP;PARTICULAR;****;****;DECOLAGEM;PRIVADA;SUBSTANCIAL;0;30/07/2016
12138;44198;PUVVV;3992;ULTRALEVE;***;VENTURA TOO;PIST«O;1;570;2;2007;BRASIL;PET;EXPERIMENTAL;****;****;OUTRA FASE;EXPERIMENTAL;***;0;30/07/2016
12141;44233;PRCRZ;3992;AVI«O;PIPER AIRCRAFT;PA-WNE;***;0;1315;0;0;BRASIL;TPP;PARTICULAR;****;****;POUSO;PRIVADA;LEVE;0;30/07/2016
12143;44238;PTJZC;3992;AVI«O;PIPER AIRCRAFT;PA-28R-200;PIST«O;1;1202;4;1974;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;SUBSTANCIAL;0;30/07/2016
12145;44244;PTOSM;1880;AVI«O;CESSNA AIRCRAFT;S550;JATO;2;6849;10;1988;BRASIL;TPX;TµXI AêREO;****;****;CORRIDA AP‡S POUSO;TµXI AêREO;LEVE;0;30/07/2016
12148;44248;PTYMJ;3992;HELIC‡PTERO;BELL HELICOPTER;206B;TURBOEIXO;1;1451;5;1998;BRASIL;TPP;PARTICULAR;****;****;CRUZEIRO;PRIVADA;DESTRU÷DA;2;30/07/2016
12181;44339;PRFMM;907;AVI«O;AIR TRACTOR;AT-502B;TURBOêLICE;1;3629;1;2002;BRASIL;SAE-AG;AGR÷COLA;****;****;DECOLAGEM;AGR÷COLA;SUBSTANCIAL;0;30/07/2016
12182;44340;PUZEZ;3992;ULTRALEVE;***;PELICAN 500BR;PIST«O;1;480;2;2000;BRASIL;PET;EXPERIMENTAL;****;****;DECOLAGEM;EXPERIMENTAL;DESTRU÷DA;0;30/07/2016
12210;44380;PTWUP;4086;AVI«O;CESSNA AIRCRAFT;A188B;PIST«O;1;1497;1;1976;BRASIL;SAE-AG;AGR÷COLA;****;****;INDETERMINADA;AGR÷COLA;***;0;30/07/2016
12221;50516;PRAYN;930;AVI«O;EMBRAER;ERJ 190-200 IGW;JATO;2;52290;125;2010;BRASIL;TPR;REGULAR;****;****;POUSO;REGULAR;NENHUM;0;30/07/2016
12224;44399;PTVCU;310;AVI«O;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PIST«O;1;1157;4;1986;BRASIL;PRI;INSTRUÄ«O;****;SIVU;MANOBRA;INSTRUÄ«O;SUBSTANCIAL;0;30/07/2016
12226;44402;PTLHO;3992;AVI«O;EMBRAER;EMB-820C NAVAJO;PIST«O;2;3175;8;1980;BRASIL;TPP;PARTICULAR;SBMT;SBBU;CORRIDA AP‡S POUSO;PRIVADA;SUBSTANCIAL;0;30/07/2016
12255;46576;PRTTK;5009;AVI«O;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOêLICE;2;18600;52;1996;BRASIL;TPR;REGULAR;****;****;DECOLAGEM;REGULAR;NENHUM;0;30/07/2016
