codigo_ocorrencia;uf;codigo_aeronave;equipamento;tipo_motor;ano_fabricacao;categoria_aviacao;tipo_operacao;quantidade_fatalidades;codigo_fator;aspecto;mes;ano;dia_semana;hora
34503;SP;9663;AVI«O      ;PIST«O    ;1982;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 11; 2008; 4; 13
34515;RR;4517;AVI«O      ;PIST«O    ;1986;TµXI A?REO          ;TµXI A?REO;0;12183                                                                                                                           ;INFRAESTRUTURA AEROPORTU√?RIA; 11; 2008; 1; 12
34516;RS;9665;AVI«O      ;PIST«O    ;2004;AGR÷COLA            ;AGR÷COLA  ;0;                                                                                                                                ;                             ; 11; 2008; 7; 13
34518;RJ;9666;HELIC‡PTERO;PIST«O    ;2006;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 11; 2008; 3; 14
34535;TO;9667;HELIC‡PTERO;PIST«O    ;2001;PARTICULAR          ;PRIVADA   ;0;12185                                                                                                                           ;ASPECTO DO PROJETO           ; 11; 2008; 7; 20
34536;TO;9668;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;                                                                                                                                ;                             ; 11; 2008; 6; 13
34537;SP;9669;AVI«O      ;PIST«O    ;1988;PARTICULAR          ;PRIVADA   ;0;12186                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 1; 16
34538;AP;9670;AVI«O      ;PIST«O    ;1976;PARTICULAR          ;PRIVADA   ;0;12190                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2008; 4; 19
34539;AM;1188;AVI«O      ;PIST«O    ;1991;PARTICULAR          ;PRIVADA   ;1;12193                                                                                                                           ;ASPECTO M√âDICO              ; 12; 2008; 1; 11
34540;RS;9672;AVI«O      ;PIST«O    ;1993;INSTRUÄ«O           ;INSTRUÄ«O ;0;12200                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2008; 1; 20
34555;GO;9673;AVI«O      ;PIST«O    ;1987;PARTICULAR          ;***       ;4;12202                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 11; 2008; 6; 20
34575;RS;9674;AVI«O      ;PIST«O    ;1991;INSTRUÄ«O           ;INSTRUÄ«O ;0;12207                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 9; 2008; 1; 20
34639;MS;9682;AVI«O      ;PIST«O    ;1980;PARTICULAR          ;PRIVADA   ;0;12213                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 3; 17
34646;RS;9687;AVI«O      ;PIST«O    ;2008;INSTRUÄ«O           ;INSTRUÄ«O ;0;12215                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 6; 20
34650;PA;252;AVI«O      ;PIST«O    ;1982;TµXI A?REO          ;TµXI A?REO;0;12217                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2008; 2; 20
34651;DF;9340;HELIC‡PTERO;TURBOEIXO ;2005;ADMINISTRAÄ«O INDIRE;PRIVADA   ;0;12220                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2008; 6; 9
34656;PA;9696;HELIC‡PTERO;TURBOEIXO ;2004;ADMINISTRAÄ«O DIRETA;POLICIAL  ;0;12222                                                                                                                           ;ASPECTO M√âDICO              ; 12; 2008; 5; 12
34659;PA;4332;AVI«O      ;PIST«O    ;1979;PARTICULAR          ;PRIVADA   ;0;12235                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2008; 2; 17
34696;RJ;34556;AVI«O      ;PIST«O    ;1986;***                 ;***       ;0;                                                                                                                                ;                             ; 11; 2008; 7; 4
34739;SC;9718;AVI«O      ;JATO      ;1998;REGULAR             ;REGULAR   ;0;15950                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 11; 2008; 5; 12
34755;MT;7715;AVI«O      ;PIST«O    ;1975;AGR÷COLA            ;AGR÷COLA  ;0;12238                                                                                                                           ;DESEMPENHO DO SER HUMANO     ; 12; 2007; 2; 18
34775;RS;9724;AVI«O      ;PIST«O    ;1992;INSTRUÄ«O           ;INSTRUÄ«O ;0;                                                                                                                                ;                             ; 12; 2008; 2; 14
34776;RS;9725;AVI«O      ;PIST«O    ;1973;TµXI A?REO          ;TµXI A?REO;0;12239                                                                                                                           ;ASPECTO PSICOL√ìGICO         ; 12; 2008; 5; 17
34836;RJ;9726;HELIC‡PTERO;TURBOEIXO ;1981;TµXI A?REO          ;TµXI A?REO;0;                                                                                                                                ;                             ; 12; 2008; 2; 11
